Execute Anonymous

================================

TeamRaiserProgressWidgetController controller = new TeamRaiserProgressWidgetController();

controller.trRegId = 'a0jo0000001I18l'; 
				
controller.init();

================================

31.0 APEX_CODE,DEBUG;APEX_PROFILING,DEBUG;CALLOUT,INFO;DB,INFO;VALIDATION,INFO;WORKFLOW,INFO
Execute Anonymous: TeamRaiserProgressWidgetController controller = new TeamRaiserProgressWidgetController();
Execute Anonymous: 
Execute Anonymous: controller.trRegId = 'a0jo0000001I18l'; 
Execute Anonymous: 				
Execute Anonymous: controller.init();
06:49:02.141 (141934453)|EXECUTION_STARTED
06:49:02.141 (141943697)|CODE_UNIT_STARTED|[EXTERNAL]|execute_anonymous_apex
06:49:02.171 (171440396)|METHOD_ENTRY|[1]|01po0000003noZB|TeamRaiserProgressWidgetController.TeamRaiserProgressWidgetController()
06:49:02.171 (171544355)|METHOD_ENTRY|[6]|01po0000003QZvz|CurrencyFormatter.CurrencyFormatter()
06:49:02.171 (171557383)|METHOD_EXIT|[6]|CurrencyFormatter
06:49:02.171 (171593252)|METHOD_ENTRY|[5]|01po0000003QZvz|CurrencyFormatter.currencyOfUser(Boolean)
06:49:02.173 (173524803)|CONSTRUCTOR_ENTRY|[34]|01po0000003QZvz|<init>(String,String,Boolean)
06:49:02.173 (173648304)|CONSTRUCTOR_ENTRY|[14]|01po0000003QZvz|<init>(Integer,String)
06:49:02.173 (173886876)|CONSTRUCTOR_EXIT|[14]|01po0000003QZvz|<init>(Integer,String)
06:49:02.173 (173906812)|CONSTRUCTOR_ENTRY|[14]|01po0000003QZvz|<init>(Integer,String)
06:49:02.173 (173946608)|CONSTRUCTOR_EXIT|[14]|01po0000003QZvz|<init>(Integer,String)
06:49:02.173 (173962080)|CONSTRUCTOR_ENTRY|[14]|01po0000003QZvz|<init>(Integer,String)
06:49:02.174 (174003352)|CONSTRUCTOR_EXIT|[14]|01po0000003QZvz|<init>(Integer,String)
06:49:02.174 (174019712)|CONSTRUCTOR_ENTRY|[14]|01po0000003QZvz|<init>(Integer,String)
06:49:02.174 (174054790)|CONSTRUCTOR_EXIT|[14]|01po0000003QZvz|<init>(Integer,String)
06:49:02.174 (174102511)|METHOD_ENTRY|[25]|01po0000003QZvz|CurrencyFormatter.getDecimalSeparator()
06:49:02.174 (174263801)|METHOD_EXIT|[25]|01po0000003QZvz|CurrencyFormatter.getDecimalSeparator()
06:49:02.174 (174290271)|CONSTRUCTOR_EXIT|[34]|01po0000003QZvz|<init>(String,String,Boolean)
06:49:02.174 (174298631)|METHOD_EXIT|[5]|01po0000003QZvz|CurrencyFormatter.currencyOfUser(Boolean)
06:49:02.174 (174320175)|METHOD_EXIT|[1]|TeamRaiserProgressWidgetController
06:49:02.174 (174522121)|CONSTRUCTOR_ENTRY|[1]|01po0000003noZB|<init>()
06:49:02.174 (174564634)|CONSTRUCTOR_EXIT|[1]|01po0000003noZB|<init>()
06:49:02.174 (174715750)|METHOD_ENTRY|[5]|01po0000003noZB|TeamRaiserProgressWidgetController.init()
06:49:02.175 (175156906)|SOQL_EXECUTE_BEGIN|[40]|Aggregations:0|SELECT Id, Total_Raised__c, Fundraising_Goal__c, Registration_Date__c, Extra_Gift__c FROM TeamRaiser_Registration__c WHERE Id = :tmpVar1
06:49:02.178 (178466601)|SOQL_EXECUTE_END|[40]|Rows:1
06:49:02.178 (178861314)|METHOD_ENTRY|[46]|01po0000003QZvz|CurrencyFormatter.getCurrencySymbol()
06:49:02.178 (178944718)|METHOD_EXIT|[46]|01po0000003QZvz|CurrencyFormatter.getCurrencySymbol()
06:49:02.179 (179047902)|METHOD_ENTRY|[50]|01po0000003noZB|TeamRaiserProgressWidgetController.generateData()
06:49:02.179 (179075974)|METHOD_ENTRY|[96]|01po0000003noZB|TeamRaiserProgressWidgetController.getTotalAmountPerMonth()
